lane,variant,class,snr_bin,storage_codec,model_codec,n,correct
gt,15,5G_Downlink,clean,none,none,36,16
gt,15,5G_Downlink,clean,none,sc16,36,20
gt,15,5G_Downlink,clean,sc16,bfp12,36,18
gt,15,5G_Downlink,clean,sc16,bfp8,36,25
gt,15,5G_Downlink,clean,sc16,none,36,16
gt,15,5G_Downlink,clean,sc16,sc16,36,20
gt,15,802_11ax,0,bfp12,bfp12,20,20
gt,15,802_11ax,0,bfp12,bfp8,20,20
gt,15,802_11ax,0,bfp12,none,20,20
gt,15,802_11ax,0,bfp12,sc16,20,20
gt,15,802_11ax,0,bfp8,bfp12,20,20
gt,15,802_11ax,0,bfp8,bfp8,20,20
gt,15,802_11ax,0,bfp8,none,20,20
gt,15,802_11ax,0,bfp8,sc16,20,20
gt,15,802_11ax,0,none,bfp12,20,20
gt,15,802_11ax,0,none,bfp8,20,20
gt,15,802_11ax,0,none,none,20,20
gt,15,802_11ax,0,none,sc16,20,20
gt,15,802_11ax,0,sc16,bfp12,20,20
gt,15,802_11ax,0,sc16,bfp8,20,20
gt,15,802_11ax,0,sc16,none,20,20
gt,15,802_11ax,0,sc16,sc16,20,20
gt,15,802_11ax,10,bfp12,bfp12,20,20
gt,15,802_11ax,10,bfp12,bfp8,20,20
gt,15,802_11ax,10,bfp12,none,20,20
gt,15,802_11ax,10,bfp12,sc16,20,20
gt,15,802_11ax,10,bfp8,bfp12,20,20
gt,15,802_11ax,10,bfp8,bfp8,20,20
gt,15,802_11ax,10,bfp8,none,20,20
gt,15,802_11ax,10,bfp8,sc16,20,20
gt,15,802_11ax,10,none,bfp12,20,20
gt,15,802_11ax,10,none,bfp8,20,20
gt,15,802_11ax,10,none,none,20,20
gt,15,802_11ax,10,none,sc16,20,20
gt,15,802_11ax,10,sc16,bfp12,20,20
gt,15,802_11ax,10,sc16,bfp8,20,20
gt,15,802_11ax,10,sc16,none,20,20
gt,15,802_11ax,10,sc16,sc16,20,20
gt,15,802_11ax,5,bfp12,bfp12,40,40
gt,15,802_11ax,5,bfp12,bfp8,40,40
gt,15,802_11ax,5,bfp12,none,40,40
gt,15,802_11ax,5,bfp12,sc16,40,40
gt,15,802_11ax,5,bfp8,bfp12,40,40
gt,15,802_11ax,5,bfp8,bfp8,40,40
gt,15,802_11ax,5,bfp8,none,40,40
gt,15,802_11ax,5,bfp8,sc16,40,40
gt,15,802_11ax,5,none,bfp12,40,40
gt,15,802_11ax,5,none,bfp8,40,40
gt,15,802_11ax,5,none,none,40,40
gt,15,802_11ax,5,none,sc16,40,40
gt,15,802_11ax,5,sc16,bfp12,40,40
gt,15,802_11ax,5,sc16,bfp8,40,40
gt,15,802_11ax,5,sc16,none,40,40
gt,15,802_11ax,5,sc16,sc16,40,40
gt,15,802_11ax,clean,bfp12,bfp12,16,15
gt,15,802_11ax,clean,bfp12,bfp8,16,16
gt,15,802_11ax,clean,bfp12,none,16,16
gt,15,802_11ax,clean,bfp12,sc16,16,16
gt,15,802_11ax,clean,bfp8,bfp12,16,15
gt,15,802_11ax,clean,bfp8,bfp8,16,16
gt,15,802_11ax,clean,bfp8,none,16,16
gt,15,802_11ax,clean,bfp8,sc16,16,16
gt,15,802_11ax,clean,none,bfp12,16,15
gt,15,802_11ax,clean,none,bfp8,16,16
gt,15,802_11ax,clean,none,none,16,16
gt,15,802_11ax,clean,none,sc16,16,16
gt,15,802_11ax,clean,sc16,bfp12,16,15
gt,15,802_11ax,clean,sc16,bfp8,16,16
gt,15,802_11ax,clean,sc16,none,16,16
gt,15,802_11ax,clean,sc16,sc16,16,16
gt,15,BPSK,10,bfp12,bfp12,60,21
gt,15,BPSK,10,bfp12,bfp8,60,20
gt,15,BPSK,10,bfp12,none,60,20
gt,15,BPSK,10,bfp12,sc16,60,20
gt,15,BPSK,10,bfp8,bfp12,60,20
gt,15,BPSK,10,bfp8,bfp8,60,20
gt,15,BPSK,10,bfp8,none,60,20
gt,15,BPSK,10,bfp8,sc16,60,20
gt,15,BPSK,10,none,bfp12,60,21
gt,15,BPSK,10,none,bfp8,60,20
gt,15,BPSK,10,none,none,60,20
gt,15,BPSK,10,none,sc16,60,20
gt,15,BPSK,10,sc16,bfp12,60,21
gt,15,BPSK,10,sc16,bfp8,60,20
gt,15,BPSK,10,sc16,none,60,20
gt,15,BPSK,10,sc16,sc16,60,20
gt,15,BPSK,15,bfp12,bfp12,60,17
gt,15,BPSK,15,bfp12,bfp8,60,13
gt,15,BPSK,15,bfp12,none,60,14
gt,15,BPSK,15,bfp12,sc16,60,13
gt,15,BPSK,15,bfp8,bfp12,60,17
gt,15,BPSK,15,bfp8,bfp8,60,13
gt,15,BPSK,15,bfp8,none,60,15
gt,15,BPSK,15,bfp8,sc16,60,14
gt,15,BPSK,15,none,bfp12,60,17
gt,15,BPSK,15,none,bfp8,60,13
gt,15,BPSK,15,none,none,60,14
gt,15,BPSK,15,none,sc16,60,13
gt,15,BPSK,15,sc16,bfp12,60,17
gt,15,BPSK,15,sc16,bfp8,60,13
gt,15,BPSK,15,sc16,none,60,14
gt,15,BPSK,15,sc16,sc16,60,13
gt,15,BPSK,20,bfp12,bfp12,60,38
gt,15,BPSK,20,bfp12,bfp8,60,38
gt,15,BPSK,20,bfp12,none,60,36
gt,15,BPSK,20,bfp12,sc16,60,36
gt,15,BPSK,20,bfp8,bfp12,60,38
gt,15,BPSK,20,bfp8,bfp8,60,38
gt,15,BPSK,20,bfp8,none,60,36
gt,15,BPSK,20,bfp8,sc16,60,37
gt,15,BPSK,20,none,bfp12,60,38
gt,15,BPSK,20,none,bfp8,60,38
gt,15,BPSK,20,none,none,60,36
gt,15,BPSK,20,none,sc16,60,36
gt,15,BPSK,20,sc16,bfp12,60,38
gt,15,BPSK,20,sc16,bfp8,60,38
gt,15,BPSK,20,sc16,none,60,36
gt,15,BPSK,20,sc16,sc16,60,36
gt,15,BPSK,25,bfp12,bfp12,40,24
gt,15,BPSK,25,bfp12,bfp8,40,30
gt,15,BPSK,25,bfp12,none,40,18
gt,15,BPSK,25,bfp12,sc16,40,30
gt,15,BPSK,25,bfp8,bfp12,40,24
gt,15,BPSK,25,bfp8,bfp8,40,30
gt,15,BPSK,25,bfp8,none,40,18
gt,15,BPSK,25,bfp8,sc16,40,30
gt,15,BPSK,25,none,bfp12,40,24
gt,15,BPSK,25,none,bfp8,40,30
gt,15,BPSK,25,none,none,40,18
gt,15,BPSK,25,none,sc16,40,30
gt,15,BPSK,25,sc16,bfp12,40,24
gt,15,BPSK,25,sc16,bfp8,40,30
gt,15,BPSK,25,sc16,none,40,18
gt,15,BPSK,25,sc16,sc16,40,30
gt,15,BPSK,30,bfp12,bfp12,8,6
gt,15,BPSK,30,bfp12,bfp8,8,6
gt,15,BPSK,30,bfp12,none,8,6
gt,15,BPSK,30,bfp12,sc16,8,6
gt,15,BPSK,30,bfp8,bfp12,8,6
gt,15,BPSK,30,bfp8,bfp8,8,6
gt,15,BPSK,30,bfp8,none,8,6
gt,15,BPSK,30,bfp8,sc16,8,6
gt,15,BPSK,30,none,bfp12,8,6
gt,15,BPSK,30,none,bfp8,8,6
gt,15,BPSK,30,none,none,8,6
gt,15,BPSK,30,none,sc16,8,6
gt,15,BPSK,30,sc16,bfp12,8,6
gt,15,BPSK,30,sc16,bfp8,8,6
gt,15,BPSK,30,sc16,none,8,6
gt,15,BPSK,30,sc16,sc16,8,6
gt,15,BPSK,5,bfp12,bfp12,60,37
gt,15,BPSK,5,bfp12,bfp8,60,36
gt,15,BPSK,5,bfp12,none,60,38
gt,15,BPSK,5,bfp12,sc16,60,38
gt,15,BPSK,5,bfp8,bfp12,60,37
gt,15,BPSK,5,bfp8,bfp8,60,36
gt,15,BPSK,5,bfp8,none,60,38
gt,15,BPSK,5,bfp8,sc16,60,37
gt,15,BPSK,5,none,bfp12,60,37
gt,15,BPSK,5,none,bfp8,60,36
gt,15,BPSK,5,none,none,60,37
gt,15,BPSK,5,none,sc16,60,38
gt,15,BPSK,5,sc16,bfp12,60,37
gt,15,BPSK,5,sc16,bfp8,60,36
gt,15,BPSK,5,sc16,none,60,37
gt,15,BPSK,5,sc16,sc16,60,38
gt,15,BPSK,clean,bfp12,bfp12,32,12
gt,15,BPSK,clean,bfp12,bfp8,32,12
gt,15,BPSK,clean,bfp12,none,32,12
gt,15,BPSK,clean,bfp12,sc16,32,12
gt,15,BPSK,clean,bfp8,bfp12,32,12
gt,15,BPSK,clean,bfp8,bfp8,32,12
gt,15,BPSK,clean,bfp8,none,32,12
gt,15,BPSK,clean,bfp8,sc16,32,12
gt,15,BPSK,clean,none,bfp12,32,12
gt,15,BPSK,clean,none,bfp8,32,12
gt,15,BPSK,clean,none,none,32,12
gt,15,BPSK,clean,none,sc16,32,12
gt,15,BPSK,clean,sc16,bfp12,32,12
gt,15,BPSK,clean,sc16,bfp8,32,12
gt,15,BPSK,clean,sc16,none,32,12
gt,15,BPSK,clean,sc16,sc16,32,12
gt,15,Bluetooth,20,bfp12,bfp12,52,34
gt,15,Bluetooth,20,bfp12,bfp8,52,34
gt,15,Bluetooth,20,bfp12,none,52,34
gt,15,Bluetooth,20,bfp12,sc16,52,34
gt,15,Bluetooth,20,bfp8,bfp12,52,34
gt,15,Bluetooth,20,bfp8,bfp8,52,34
gt,15,Bluetooth,20,bfp8,none,52,34
gt,15,Bluetooth,20,bfp8,sc16,52,34
gt,15,Bluetooth,20,none,bfp12,52,34
gt,15,Bluetooth,20,none,bfp8,52,34
gt,15,Bluetooth,20,none,none,52,34
gt,15,Bluetooth,20,none,sc16,52,34
gt,15,Bluetooth,20,sc16,bfp12,52,34
gt,15,Bluetooth,20,sc16,bfp8,52,34
gt,15,Bluetooth,20,sc16,none,52,34
gt,15,Bluetooth,20,sc16,sc16,52,34
gt,15,Bluetooth,25,bfp12,bfp12,6,3
gt,15,Bluetooth,25,bfp12,bfp8,6,0
gt,15,Bluetooth,25,bfp12,none,6,0
gt,15,Bluetooth,25,bfp12,sc16,6,1
gt,15,Bluetooth,25,bfp8,bfp12,6,3
gt,15,Bluetooth,25,bfp8,bfp8,6,0
gt,15,Bluetooth,25,bfp8,none,6,0
gt,15,Bluetooth,25,bfp8,sc16,6,1
gt,15,Bluetooth,25,none,bfp12,6,3
gt,15,Bluetooth,25,none,bfp8,6,0
gt,15,Bluetooth,25,none,none,6,0
gt,15,Bluetooth,25,none,sc16,6,1
gt,15,Bluetooth,25,sc16,bfp12,6,3
gt,15,Bluetooth,25,sc16,bfp8,6,0
gt,15,Bluetooth,25,sc16,none,6,0
gt,15,Bluetooth,25,sc16,sc16,6,1
gt,15,Broadband_FM,10,bfp12,bfp12,5,5
gt,15,Broadband_FM,10,bfp12,bfp8,5,5
gt,15,Broadband_FM,10,bfp12,none,5,5
gt,15,Broadband_FM,10,bfp12,sc16,5,5
gt,15,Broadband_FM,10,bfp8,bfp12,5,5
gt,15,Broadband_FM,10,bfp8,bfp8,5,5
gt,15,Broadband_FM,10,bfp8,none,5,5
gt,15,Broadband_FM,10,bfp8,sc16,5,5
gt,15,Broadband_FM,10,none,bfp12,5,5
gt,15,Broadband_FM,10,none,bfp8,5,5
gt,15,Broadband_FM,10,none,none,5,5
gt,15,Broadband_FM,10,none,sc16,5,5
gt,15,Broadband_FM,10,sc16,bfp12,5,5
gt,15,Broadband_FM,10,sc16,bfp8,5,5
gt,15,Broadband_FM,10,sc16,none,5,5
gt,15,Broadband_FM,10,sc16,sc16,5,5
gt,15,Broadband_FM,20,bfp12,bfp12,5,5
gt,15,Broadband_FM,20,bfp12,bfp8,5,5
gt,15,Broadband_FM,20,bfp12,none,5,5
gt,15,Broadband_FM,20,bfp12,sc16,5,5
gt,15,Broadband_FM,20,bfp8,bfp12,5,5
gt,15,Broadband_FM,20,bfp8,bfp8,5,5
gt,15,Broadband_FM,20,bfp8,none,5,5
gt,15,Broadband_FM,20,bfp8,sc16,5,5
gt,15,Broadband_FM,20,none,bfp12,5,5
gt,15,Broadband_FM,20,none,bfp8,5,5
gt,15,Broadband_FM,20,none,none,5,5
gt,15,Broadband_FM,20,none,sc16,5,5
gt,15,Broadband_FM,20,sc16,bfp12,5,5
gt,15,Broadband_FM,20,sc16,bfp8,5,5
gt,15,Broadband_FM,20,sc16,none,5,5
gt,15,Broadband_FM,20,sc16,sc16,5,5
gt,15,Broadband_FM,30,bfp12,bfp12,6,6
gt,15,Broadband_FM,30,bfp12,bfp8,6,6
gt,15,Broadband_FM,30,bfp12,none,6,6
gt,15,Broadband_FM,30,bfp12,sc16,6,6
gt,15,Broadband_FM,30,bfp8,bfp12,6,6
gt,15,Broadband_FM,30,bfp8,bfp8,6,6
gt,15,Broadband_FM,30,bfp8,none,6,6
gt,15,Broadband_FM,30,bfp8,sc16,6,6
gt,15,Broadband_FM,30,none,bfp12,6,6
gt,15,Broadband_FM,30,none,bfp8,6,6
gt,15,Broadband_FM,30,none,none,6,6
gt,15,Broadband_FM,30,none,sc16,6,6
gt,15,Broadband_FM,30,sc16,bfp12,6,6
gt,15,Broadband_FM,30,sc16,bfp8,6,6
gt,15,Broadband_FM,30,sc16,none,6,6
gt,15,Broadband_FM,30,sc16,sc16,6,6
gt,15,Broadband_FM,5,bfp12,bfp12,5,3
gt,15,Broadband_FM,5,bfp12,bfp8,5,3
gt,15,Broadband_FM,5,bfp12,none,5,4
gt,15,Broadband_FM,5,bfp12,sc16,5,3
gt,15,Broadband_FM,5,bfp8,bfp12,5,3
gt,15,Broadband_FM,5,bfp8,bfp8,5,3
gt,15,Broadband_FM,5,bfp8,none,5,4
gt,15,Broadband_FM,5,bfp8,sc16,5,3
gt,15,Broadband_FM,5,none,bfp12,5,3
gt,15,Broadband_FM,5,none,bfp8,5,3
gt,15,Broadband_FM,5,none,none,5,4
gt,15,Broadband_FM,5,none,sc16,5,3
gt,15,Broadband_FM,5,sc16,bfp12,5,3
gt,15,Broadband_FM,5,sc16,bfp8,5,3
gt,15,Broadband_FM,5,sc16,none,5,4
gt,15,Broadband_FM,5,sc16,sc16,5,3
gt,15,Broadband_FM,clean,bfp12,bfp12,2,2
gt,15,Broadband_FM,clean,bfp12,bfp8,2,2
gt,15,Broadband_FM,clean,bfp12,none,2,2
gt,15,Broadband_FM,clean,bfp12,sc16,2,2
gt,15,Broadband_FM,clean,bfp8,bfp12,2,2
gt,15,Broadband_FM,clean,bfp8,bfp8,2,2
gt,15,Broadband_FM,clean,bfp8,none,2,2
gt,15,Broadband_FM,clean,bfp8,sc16,2,2
gt,15,Broadband_FM,clean,none,bfp12,2,2
gt,15,Broadband_FM,clean,none,bfp8,2,2
gt,15,Broadband_FM,clean,none,none,2,2
gt,15,Broadband_FM,clean,none,sc16,2,2
gt,15,Broadband_FM,clean,sc16,bfp12,2,2
gt,15,Broadband_FM,clean,sc16,bfp8,2,2
gt,15,Broadband_FM,clean,sc16,none,2,2
gt,15,Broadband_FM,clean,sc16,sc16,2,2
gt,15,Narrowband_FM,35,bfp12,bfp12,2,2
gt,15,Narrowband_FM,35,bfp12,bfp8,2,2
gt,15,Narrowband_FM,35,bfp12,none,2,0
gt,15,Narrowband_FM,35,bfp12,sc16,2,2
gt,15,Narrowband_FM,35,bfp8,bfp12,2,2
gt,15,Narrowband_FM,35,bfp8,bfp8,2,2
gt,15,Narrowband_FM,35,bfp8,none,2,0
gt,15,Narrowband_FM,35,bfp8,sc16,2,2
gt,15,Narrowband_FM,35,none,bfp12,2,2
gt,15,Narrowband_FM,35,none,bfp8,2,2
gt,15,Narrowband_FM,35,none,none,2,0
gt,15,Narrowband_FM,35,none,sc16,2,2
gt,15,Narrowband_FM,35,sc16,bfp12,2,2
gt,15,Narrowband_FM,35,sc16,bfp8,2,2
gt,15,Narrowband_FM,35,sc16,none,2,0
gt,15,Narrowband_FM,35,sc16,sc16,2,2
gt,15,OFDM,0,bfp12,bfp12,30,16
gt,15,OFDM,0,bfp12,bfp8,30,15
gt,15,OFDM,0,bfp12,none,30,23
gt,15,OFDM,0,bfp12,sc16,30,19
gt,15,OFDM,0,bfp8,bfp12,30,16
gt,15,OFDM,0,bfp8,bfp8,30,15
gt,15,OFDM,0,bfp8,none,30,23
gt,15,OFDM,0,bfp8,sc16,30,18
gt,15,OFDM,0,none,bfp12,30,16
gt,15,OFDM,0,none,bfp8,30,15
gt,15,OFDM,0,none,none,30,23
gt,15,OFDM,0,none,sc16,30,19
gt,15,OFDM,0,sc16,bfp12,30,16
gt,15,OFDM,0,sc16,bfp8,30,15
gt,15,OFDM,0,sc16,none,30,23
gt,15,OFDM,0,sc16,sc16,30,19
gt,15,OFDM,10,bfp12,bfp12,36,28
gt,15,OFDM,10,bfp12,bfp8,36,31
gt,15,OFDM,10,bfp12,none,36,31
gt,15,OFDM,10,bfp12,sc16,36,35
gt,15,OFDM,10,bfp8,bfp12,36,27
gt,15,OFDM,10,bfp8,bfp8,36,31
gt,15,OFDM,10,bfp8,none,36,30
gt,15,OFDM,10,bfp8,sc16,36,35
gt,15,OFDM,10,none,bfp12,36,28
gt,15,OFDM,10,none,bfp8,36,31
gt,15,OFDM,10,none,none,36,31
gt,15,OFDM,10,none,sc16,36,35
gt,15,OFDM,10,sc16,bfp12,36,28
gt,15,OFDM,10,sc16,bfp8,36,31
gt,15,OFDM,10,sc16,none,36,31
gt,15,OFDM,10,sc16,sc16,36,35
gt,15,OFDM,15,bfp12,bfp12,48,39
gt,15,OFDM,15,bfp12,bfp8,48,31
gt,15,OFDM,15,bfp12,none,48,37
gt,15,OFDM,15,bfp12,sc16,48,40
gt,15,OFDM,15,bfp8,bfp12,48,37
gt,15,OFDM,15,bfp8,bfp8,48,31
gt,15,OFDM,15,bfp8,none,48,39
gt,15,OFDM,15,bfp8,sc16,48,39
gt,15,OFDM,15,none,bfp12,48,39
gt,15,OFDM,15,none,bfp8,48,31
gt,15,OFDM,15,none,none,48,37
gt,15,OFDM,15,none,sc16,48,40
gt,15,OFDM,15,sc16,bfp12,48,39
gt,15,OFDM,15,sc16,bfp8,48,31
gt,15,OFDM,15,sc16,none,48,37
gt,15,OFDM,15,sc16,sc16,48,40
gt,15,OFDM,5,bfp12,bfp12,6,6
gt,15,OFDM,5,bfp12,bfp8,6,6
gt,15,OFDM,5,bfp12,none,6,6
gt,15,OFDM,5,bfp12,sc16,6,6
gt,15,OFDM,5,bfp8,bfp12,6,6
gt,15,OFDM,5,bfp8,bfp8,6,6
gt,15,OFDM,5,bfp8,none,6,6
gt,15,OFDM,5,bfp8,sc16,6,6
gt,15,OFDM,5,none,bfp12,6,6
gt,15,OFDM,5,none,bfp8,6,6
gt,15,OFDM,5,none,none,6,6
gt,15,OFDM,5,none,sc16,6,6
gt,15,OFDM,5,sc16,bfp12,6,6
gt,15,OFDM,5,sc16,bfp8,6,6
gt,15,OFDM,5,sc16,none,6,6
gt,15,OFDM,5,sc16,sc16,6,6
gt,15,OFDM,clean,bfp12,bfp12,18,3
gt,15,OFDM,clean,bfp12,bfp8,18,4
gt,15,OFDM,clean,bfp12,none,18,3
gt,15,OFDM,clean,bfp12,sc16,18,7
gt,15,OFDM,clean,bfp8,bfp12,18,3
gt,15,OFDM,clean,bfp8,bfp8,18,4
gt,15,OFDM,clean,bfp8,none,18,3
gt,15,OFDM,clean,bfp8,sc16,18,7
gt,15,OFDM,clean,none,bfp12,18,3
gt,15,OFDM,clean,none,bfp8,18,4
gt,15,OFDM,clean,none,none,18,3
gt,15,OFDM,clean,none,sc16,18,7
gt,15,OFDM,clean,sc16,bfp12,18,3
gt,15,OFDM,clean,sc16,bfp8,18,4
gt,15,OFDM,clean,sc16,none,18,3
gt,15,OFDM,clean,sc16,sc16,18,7
gt,15,QPSK,10,bfp12,bfp12,60,20
gt,15,QPSK,10,bfp12,bfp8,60,20
gt,15,QPSK,10,bfp12,none,60,20
gt,15,QPSK,10,bfp12,sc16,60,20
gt,15,QPSK,10,bfp8,bfp12,60,20
gt,15,QPSK,10,bfp8,bfp8,60,20
gt,15,QPSK,10,bfp8,none,60,20
gt,15,QPSK,10,bfp8,sc16,60,20
gt,15,QPSK,10,none,bfp12,60,20
gt,15,QPSK,10,none,bfp8,60,20
gt,15,QPSK,10,none,none,60,20
gt,15,QPSK,10,none,sc16,60,20
gt,15,QPSK,10,sc16,bfp12,60,20
gt,15,QPSK,10,sc16,bfp8,60,20
gt,15,QPSK,10,sc16,none,60,20
gt,15,QPSK,10,sc16,sc16,60,20
gt,15,QPSK,15,bfp12,bfp12,60,20
gt,15,QPSK,15,bfp12,bfp8,60,14
gt,15,QPSK,15,bfp12,none,60,12
gt,15,QPSK,15,bfp12,sc16,60,13
gt,15,QPSK,15,bfp8,bfp12,60,20
gt,15,QPSK,15,bfp8,bfp8,60,14
gt,15,QPSK,15,bfp8,none,60,12
gt,15,QPSK,15,bfp8,sc16,60,13
gt,15,QPSK,15,none,bfp12,60,20
gt,15,QPSK,15,none,bfp8,60,14
gt,15,QPSK,15,none,none,60,12
gt,15,QPSK,15,none,sc16,60,13
gt,15,QPSK,15,sc16,bfp12,60,20
gt,15,QPSK,15,sc16,bfp8,60,14
gt,15,QPSK,15,sc16,none,60,12
gt,15,QPSK,15,sc16,sc16,60,13
gt,15,QPSK,20,bfp12,bfp12,60,36
gt,15,QPSK,20,bfp12,bfp8,60,36
gt,15,QPSK,20,bfp12,none,60,36
gt,15,QPSK,20,bfp12,sc16,60,36
gt,15,QPSK,20,bfp8,bfp12,60,36
gt,15,QPSK,20,bfp8,bfp8,60,36
gt,15,QPSK,20,bfp8,none,60,36
gt,15,QPSK,20,bfp8,sc16,60,36
gt,15,QPSK,20,none,bfp12,60,36
gt,15,QPSK,20,none,bfp8,60,36
gt,15,QPSK,20,none,none,60,36
gt,15,QPSK,20,none,sc16,60,36
gt,15,QPSK,20,sc16,bfp12,60,36
gt,15,QPSK,20,sc16,bfp8,60,36
gt,15,QPSK,20,sc16,none,60,36
gt,15,QPSK,20,sc16,sc16,60,36
gt,15,QPSK,25,bfp12,bfp12,40,28
gt,15,QPSK,25,bfp12,bfp8,40,27
gt,15,QPSK,25,bfp12,none,40,28
gt,15,QPSK,25,bfp12,sc16,40,29
gt,15,QPSK,25,bfp8,bfp12,40,28
gt,15,QPSK,25,bfp8,bfp8,40,27
gt,15,QPSK,25,bfp8,none,40,28
gt,15,QPSK,25,bfp8,sc16,40,28
gt,15,QPSK,25,none,bfp12,40,28
gt,15,QPSK,25,none,bfp8,40,27
gt,15,QPSK,25,none,none,40,28
gt,15,QPSK,25,none,sc16,40,29
gt,15,QPSK,25,sc16,bfp12,40,28
gt,15,QPSK,25,sc16,bfp8,40,27
gt,15,QPSK,25,sc16,none,40,28
gt,15,QPSK,25,sc16,sc16,40,29
gt,15,QPSK,30,bfp12,bfp12,8,6
gt,15,QPSK,30,bfp12,bfp8,8,4
gt,15,QPSK,30,bfp12,none,8,4
gt,15,QPSK,30,bfp12,sc16,8,4
gt,15,QPSK,30,bfp8,bfp12,8,6
gt,15,QPSK,30,bfp8,bfp8,8,4
gt,15,QPSK,30,bfp8,none,8,4
gt,15,QPSK,30,bfp8,sc16,8,3
gt,15,QPSK,30,none,bfp12,8,6
gt,15,QPSK,30,none,bfp8,8,4
gt,15,QPSK,30,none,none,8,4
gt,15,QPSK,30,none,sc16,8,4
gt,15,QPSK,30,sc16,bfp12,8,6
gt,15,QPSK,30,sc16,bfp8,8,4
gt,15,QPSK,30,sc16,none,8,4
gt,15,QPSK,30,sc16,sc16,8,4
gt,15,QPSK,5,bfp12,bfp12,60,36
gt,15,QPSK,5,bfp12,bfp8,60,37
gt,15,QPSK,5,bfp12,none,60,37
gt,15,QPSK,5,bfp12,sc16,60,37
gt,15,QPSK,5,bfp8,bfp12,60,36
gt,15,QPSK,5,bfp8,bfp8,60,37
gt,15,QPSK,5,bfp8,none,60,36
gt,15,QPSK,5,bfp8,sc16,60,36
gt,15,QPSK,5,none,bfp12,60,36
gt,15,QPSK,5,none,bfp8,60,37
gt,15,QPSK,5,none,none,60,37
gt,15,QPSK,5,none,sc16,60,37
gt,15,QPSK,5,sc16,bfp12,60,36
gt,15,QPSK,5,sc16,bfp8,60,37
gt,15,QPSK,5,sc16,none,60,37
gt,15,QPSK,5,sc16,sc16,60,37
gt,15,QPSK,clean,bfp12,bfp12,32,13
gt,15,QPSK,clean,bfp12,bfp8,32,12
gt,15,QPSK,clean,bfp12,none,32,12
gt,15,QPSK,clean,bfp12,sc16,32,12
gt,15,QPSK,clean,bfp8,bfp12,32,13
gt,15,QPSK,clean,bfp8,bfp8,32,12
gt,15,QPSK,clean,bfp8,none,32,12
gt,15,QPSK,clean,bfp8,sc16,32,12
gt,15,QPSK,clean,none,bfp12,32,13
gt,15,QPSK,clean,none,bfp8,32,12
gt,15,QPSK,clean,none,none,32,12
gt,15,QPSK,clean,none,sc16,32,12
gt,15,QPSK,clean,sc16,bfp12,32,13
gt,15,QPSK,clean,sc16,bfp8,32,12
gt,15,QPSK,clean,sc16,none,32,12
gt,15,QPSK,clean,sc16,sc16,32,12
gt,30,16QAM,20,bfp12,bfp12,60,36
gt,30,16QAM,20,bfp12,bfp8,60,36
gt,30,16QAM,20,bfp12,none,60,36
gt,30,16QAM,20,bfp12,sc16,60,36
gt,30,16QAM,20,bfp8,bfp12,60,36
gt,30,16QAM,20,bfp8,bfp8,60,36
gt,30,16QAM,20,bfp8,none,60,36
gt,30,16QAM,20,bfp8,sc16,60,36
gt,30,16QAM,20,none,bfp12,60,36
gt,30,16QAM,20,none,bfp8,60,36
gt,30,16QAM,20,none,none,60,36
gt,30,16QAM,20,none,sc16,60,36
gt,30,16QAM,20,sc16,bfp12,60,36
gt,30,16QAM,20,sc16,bfp8,60,36
gt,30,16QAM,20,sc16,none,60,36
gt,30,16QAM,20,sc16,sc16,60,36
gt,30,16QAM,25,bfp12,bfp12,60,21
gt,30,16QAM,25,bfp12,bfp8,60,20
gt,30,16QAM,25,bfp12,none,60,20
gt,30,16QAM,25,bfp12,sc16,60,20
gt,30,16QAM,25,bfp8,bfp12,60,20
gt,30,16QAM,25,bfp8,bfp8,60,20
gt,30,16QAM,25,bfp8,none,60,20
gt,30,16QAM,25,bfp8,sc16,60,20
gt,30,16QAM,25,none,bfp12,60,21
gt,30,16QAM,25,none,bfp8,60,20
gt,30,16QAM,25,none,none,60,20
gt,30,16QAM,25,none,sc16,60,20
gt,30,16QAM,25,sc16,bfp12,60,21
gt,30,16QAM,25,sc16,bfp8,60,20
gt,30,16QAM,25,sc16,none,60,20
gt,30,16QAM,25,sc16,sc16,60,20
gt,30,16QAM,30,bfp12,bfp12,60,12
gt,30,16QAM,30,bfp12,bfp8,60,12
gt,30,16QAM,30,bfp12,none,60,14
gt,30,16QAM,30,bfp12,sc16,60,12
gt,30,16QAM,30,bfp8,bfp12,60,12
gt,30,16QAM,30,bfp8,bfp8,60,12
gt,30,16QAM,30,bfp8,none,60,14
gt,30,16QAM,30,bfp8,sc16,60,12
gt,30,16QAM,30,none,bfp12,60,12
gt,30,16QAM,30,none,bfp8,60,12
gt,30,16QAM,30,none,none,60,14
gt,30,16QAM,30,none,sc16,60,12
gt,30,16QAM,30,sc16,bfp12,60,12
gt,30,16QAM,30,sc16,bfp8,60,12
gt,30,16QAM,30,sc16,none,60,14
gt,30,16QAM,30,sc16,sc16,60,12
gt,30,16QAM,35,bfp12,bfp12,60,38
gt,30,16QAM,35,bfp12,bfp8,60,44
gt,30,16QAM,35,bfp12,none,60,42
gt,30,16QAM,35,bfp12,sc16,60,40
gt,30,16QAM,35,bfp8,bfp12,60,38
gt,30,16QAM,35,bfp8,bfp8,60,44
gt,30,16QAM,35,bfp8,none,60,42
gt,30,16QAM,35,bfp8,sc16,60,40
gt,30,16QAM,35,none,bfp12,60,38
